"Antal bostadsbyggnader efter region, bygg�r och vart 5:e �r"

"region","bygg�r","2022"
"1281C1250","1991-2000",4
"1281C1250","2001-2010",1
"1281C1250","2011-2020",1
"1281C1250","2021-2030",..
"1281C1250","Ok�nt",7
"1281C1250","Totalt",156
"1281C1260","-1920",69
"1281C1260","1921-1930",60
"1281C1260","1931-1940",8
"1281C1260","1941-1950",7
"1281C1260","1951-1960",11
"1281C1260","1961-1970",4
"1281C1260","1971-1980",1
"1281C1260","1981-1990",3
"1281C1260","1991-2000",..
"1281C1260","2001-2010",2
"1281C1260","2011-2020",2
"1281C1260","2021-2030",1
"1281C1260","Ok�nt",11
"1281C1260","Totalt",179
"1281C1270","-1920",1
"1281C1270","1921-1930",..
"1281C1270","1931-1940",1
"1281C1270","1941-1950",..
"1281C1270","1951-1960",..
"1281C1270","1961-1970",..
"1281C1270","1971-1980",..
"1281C1270","1981-1990",..
"1281C1270","1991-2000",58
"1281C1270","2001-2010",1
"1281C1270","2011-2020",40
"1281C1270","2021-2030",..
"1281C1270","Ok�nt",1
"1281C1270","Totalt",102
"1281C1280","-1920",33
"1281C1280","1921-1930",63
"1281C1280","1931-1940",74
"1281C1280","1941-1950",50
"1281C1280","1951-1960",24
"1281C1280","1961-1970",19
"1281C1280","1971-1980",15
"1281C1280","1981-1990",9
"1281C1280","1991-2000",8
"1281C1280","2001-2010",3
"1281C1280","2011-2020",11
"1281C1280","2021-2030",..
"1281C1280","Ok�nt",3
"1281C1280","Totalt",312
"1281C1290","-1920",..
"1281C1290","1921-1930",..
"1281C1290","1931-1940",..
"1281C1290","1941-1950",..
"1281C1290","1951-1960",..
"1281C1290","1961-1970",83
"1281C1290","1971-1980",55
"1281C1290","1981-1990",83
"1281C1290","1991-2000",..
"1281C1290","2001-2010",2
"1281C1290","2011-2020",..
"1281C1290","2021-2030",..
"1281C1290","Ok�nt",2
"1281C1290","Totalt",225
"1281C1300","-1920",37
"1281C1300","1921-1930",39
"1281C1300","1931-1940",59
"1281C1300","1941-1950",12
"1281C1300","1951-1960",15
"1281C1300","1961-1970",1
"1281C1300","1971-1980",..
"1281C1300","1981-1990",5
"1281C1300","1991-2000",..
"1281C1300","2001-2010",1
"1281C1300","2011-2020",1
"1281C1300","2021-2030",..
"1281C1300","Ok�nt",2
"1281C1300","Totalt",172
"1281C1310","-1920",..
"1281C1310","1921-1930",..
"1281C1310","1931-1940",..
"1281C1310","1941-1950",9
"1281C1310","1951-1960",20
"1281C1310","1961-1970",..
"1281C1310","1971-1980",..
"1281C1310","1981-1990",..
"1281C1310","1991-2000",4
"1281C1310","2001-2010",3
"1281C1310","2011-2020",5
"1281C1310","2021-2030",2
"1281C1310","Ok�nt",2
"1281C1310","Totalt",45
"1281C1320","-1920",..
"1281C1320","1921-1930",..
"1281C1320","1931-1940",1
"1281C1320","1941-1950",16
"1281C1320","1951-1960",..
"1281C1320","1961-1970",1
"1281C1320","1971-1980",..
"1281C1320","1981-1990",..
"1281C1320","1991-2000",..
"1281C1320","2001-2010",..
"1281C1320","2011-2020",13
"1281C1320","2021-2030",..
"1281C1320","Ok�nt",1
"1281C1320","Totalt",32
"1281C1330","-1920",19
"1281C1330","1921-1930",9
"1281C1330","1931-1940",3
"1281C1330","1941-1950",2
"1281C1330","1951-1960",3
"1281C1330","1961-1970",33
"1281C1330","1971-1980",2
"1281C1330","1981-1990",4
"1281C1330","1991-2000",67
"1281C1330","2001-2010",1
"1281C1330","2011-2020",4
"1281C1330","2021-2030",..
"1281C1330","Ok�nt",3
"1281C1330","Totalt",150
"1281C1340","-1920",..
"1281C1340","1921-1930",..
"1281C1340","1931-1940",..
"1281C1340","1941-1950",..
"1281C1340","1951-1960",..
"1281C1340","1961-1970",..
"1281C1340","1971-1980",..
"1281C1340","1981-1990",..
"1281C1340","1991-2000",68
"1281C1340","2001-2010",103
"1281C1340","2011-2020",50
"1281C1340","2021-2030",..
"1281C1340","Ok�nt",6
"1281C1340","Totalt",227
"1281C1350","-1920",..
"1281C1350","1921-1930",..
"1281C1350","1931-1940",..
"1281C1350","1941-1950",..
"1281C1350","1951-1960",..
"1281C1350","1961-1970",18
"1281C1350","1971-1980",..
"1281C1350","1981-1990",..
"1281C1350","1991-2000",4
"1281C1350","2001-2010",..
"1281C1350","2011-2020",4
"1281C1350","2021-2030",..
"1281C1350","Ok�nt",..
"1281C1350","Totalt",26
"1281C1360","-1920",8
"1281C1360","1921-1930",12
"1281C1360","1931-1940",4
"1281C1360","1941-1950",..
"1281C1360","1951-1960",4
"1281C1360","1961-1970",1
"1281C1360","1971-1980",2
"1281C1360","1981-1990",..
"1281C1360","1991-2000",4
"1281C1360","2001-2010",2
"1281C1360","2011-2020",1
"1281C1360","2021-2030",..
"1281C1360","Ok�nt",..
"1281C1360","Totalt",38
"1281C1370","-1920",..
"1281C1370","1921-1930",..
"1281C1370","1931-1940",..
"1281C1370","1941-1950",..
"1281C1370","1951-1960",6
"1281C1370","1961-1970",4
"1281C1370","1971-1980",1
"1281C1370","1981-1990",..
"1281C1370","1991-2000",..
"1281C1370","2001-2010",..
"1281C1370","2011-2020",3
"1281C1370","2021-2030",7
"1281C1370","Ok�nt",..
"1281C1370","Totalt",21
"1281C1380","-1920",19
"1281C1380","1921-1930",42
"1281C1380","1931-1940",15
"1281C1380","1941-1950",4
"1281C1380","1951-1960",1
"1281C1380","1961-1970",..
"1281C1380","1971-1980",..
"1281C1380","1981-1990",2
"1281C1380","1991-2000",20
"1281C1380","2001-2010",4
"1281C1380","2011-2020",5
"1281C1380","2021-2030",2
"1281C1380","Ok�nt",2
"1281C1380","Totalt",116
"1281C1390","-1920",16
"1281C1390","1921-1930",2
"1281C1390","1931-1940",1
"1281C1390","1941-1950",..
"1281C1390","1951-1960",..
"1281C1390","1961-1970",2
"1281C1390","1971-1980",..
"1281C1390","1981-1990",5
"1281C1390","1991-2000",104
"1281C1390","2001-2010",41
"1281C1390","2011-2020",4
"1281C1390","2021-2030",1
"1281C1390","Ok�nt",1
"1281C1390","Totalt",177
"1281C1400","-1920",26
"1281C1400","1921-1930",38
"1281C1400","1931-1940",35
"1281C1400","1941-1950",27
"1281C1400","1951-1960",128
"1281C1400","1961-1970",32
"1281C1400","1971-1980",5
"1281C1400","1981-1990",5
"1281C1400","1991-2000",22
"1281C1400","2001-2010",6
"1281C1400","2011-2020",..
"1281C1400","2021-2030",..
"1281C1400","Ok�nt",3
"1281C1400","Totalt",327
"1281C1410","-1920",..
"1281C1410","1921-1930",..
"1281C1410","1931-1940",..
"1281C1410","1941-1950",..
"1281C1410","1951-1960",..
"1281C1410","1961-1970",105
"1281C1410","1971-1980",..
"1281C1410","1981-1990",..
"1281C1410","1991-2000",..
"1281C1410","2001-2010",11
"1281C1410","2011-2020",..
"1281C1410","2021-2030",..
"1281C1410","Ok�nt",1
"1281C1410","Totalt",117
"1281C1420","-1920",18
"1281C1420","1921-1930",15
"1281C1420","1931-1940",7
"1281C1420","1941-1950",6
"1281C1420","1951-1960",18
"1281C1420","1961-1970",1
"1281C1420","1971-1980",..
"1281C1420","1981-1990",4
"1281C1420","1991-2000",1
"1281C1420","2001-2010",2
"1281C1420","2011-2020",3
"1281C1420","2021-2030",..
"1281C1420","Ok�nt",5
"1281C1420","Totalt",80
"1281C1430","-1920",10
"1281C1430","1921-1930",..
"1281C1430","1931-1940",3
"1281C1430","1941-1950",..
"1281C1430","1951-1960",1
"1281C1430","1961-1970",..
"1281C1430","1971-1980",263
"1281C1430","1981-1990",..
"1281C1430","1991-2000",1
"1281C1430","2001-2010",..
"1281C1430","2011-2020",27
"1281C1430","2021-2030",8
"1281C1430","Ok�nt",7
"1281C1430","Totalt",320
"1281C1440","-1920",..
"1281C1440","1921-1930",..
"1281C1440","1931-1940",..
"1281C1440","1941-1950",..
"1281C1440","1951-1960",..
"1281C1440","1961-1970",33
"1281C1440","1971-1980",..
"1281C1440","1981-1990",..
"1281C1440","1991-2000",4
"1281C1440","2001-2010",..
"1281C1440","2011-2020",9
"1281C1440","2021-2030",..
"1281C1440","Ok�nt",4
"1281C1440","Totalt",50
"1281C1450","-1920",..
"1281C1450","1921-1930",..
"1281C1450","1931-1940",..
"1281C1450","1941-1950",..
"1281C1450","1951-1960",..
"1281C1450","1961-1970",19
"1281C1450","1971-1980",..
"1281C1450","1981-1990",..
"1281C1450","1991-2000",8
"1281C1450","2001-2010",..
"1281C1450","2011-2020",..
"1281C1450","2021-2030",..
"1281C1450","Ok�nt",4
"1281C1450","Totalt",31
"1281C1460","-1920",3
"1281C1460","1921-1930",1
"1281C1460","1931-1940",..
"1281C1460","1941-1950",..
"1281C1460","1951-1960",..
"1281C1460","1961-1970",..
"1281C1460","1971-1980",..
"1281C1460","1981-1990",304
"1281C1460","1991-2000",..
"1281C1460","2001-2010",..
"1281C1460","2011-2020",1
"1281C1460","2021-2030",..
"1281C1460","Ok�nt",2
"1281C1460","Totalt",311
"1281C1470","-1920",..
"1281C1470","1921-1930",..
"1281C1470","1931-1940",..
"1281C1470","1941-1950",..
"1281C1470","1951-1960",..
"1281C1470","1961-1970",43
"1281C1470","1971-1980",..
"1281C1470","1981-1990",..
"1281C1470","1991-2000",..
"1281C1470","2001-2010",..
"1281C1470","2011-2020",4
"1281C1470","2021-2030",..
"1281C1470","Ok�nt",..
"1281C1470","Totalt",47
"1281C1480","-1920",..
"1281C1480","1921-1930",..
"1281C1480","1931-1940",..
"1281C1480","1941-1950",..
"1281C1480","1951-1960",..
"1281C1480","1961-1970",62
"1281C1480","1971-1980",6
"1281C1480","1981-1990",..
"1281C1480","1991-2000",..
"1281C1480","2001-2010",..
"1281C1480","2011-2020",1
"1281C1480","2021-2030",..
"1281C1480","Ok�nt",..
"1281C1480","Totalt",69
"1281C1490","-1920",..
"1281C1490","1921-1930",..
"1281C1490","1931-1940",..
"1281C1490","1941-1950",..
"1281C1490","1951-1960",..
"1281C1490","1961-1970",501
"1281C1490","1971-1980",..
"1281C1490","1981-1990",..
"1281C1490","1991-2000",3
"1281C1490","2001-2010",14
"1281C1490","2011-2020",1
"1281C1490","2021-2030",..
"1281C1490","Ok�nt",3
"1281C1490","Totalt",522
"1281C1500","-1920",..
"1281C1500","1921-1930",..
"1281C1500","1931-1940",..
"1281C1500","1941-1950",..
"1281C1500","1951-1960",..
"1281C1500","1961-1970",66
"1281C1500","1971-1980",..
"1281C1500","1981-1990",..
"1281C1500","1991-2000",..
"1281C1500","2001-2010",..
"1281C1500","2011-2020",..
"1281C1500","2021-2030",..
"1281C1500","Ok�nt",1
"1281C1500","Totalt",67
"1281C1510","-1920",3
"1281C1510","1921-1930",..
"1281C1510","1931-1940",..
"1281C1510","1941-1950",3
"1281C1510","1951-1960",111
"1281C1510","1961-1970",55
"1281C1510","1971-1980",375
"1281C1510","1981-1990",3
"1281C1510","1991-2000",1
"1281C1510","2001-2010",..
"1281C1510","2011-2020",40
"1281C1510","2021-2030",..
"1281C1510","Ok�nt",2
"1281C1510","Totalt",593
"1281C1520","-1920",3
"1281C1520","1921-1930",..
"1281C1520","1931-1940",..
"1281C1520","1941-1950",3
"1281C1520","1951-1960",1
"1281C1520","1961-1970",2
"1281C1520","1971-1980",..
"1281C1520","1981-1990",..
"1281C1520","1991-2000",199
"1281C1520","2001-2010",295
"1281C1520","2011-2020",5
"1281C1520","2021-2030",1
"1281C1520","Ok�nt",4
"1281C1520","Totalt",513
"1281C1530","-1920",5
"1281C1530","1921-1930",..
"1281C1530","1931-1940",1
"1281C1530","1941-1950",..
"1281C1530","1951-1960",..
"1281C1530","1961-1970",..
"1281C1530","1971-1980",43
"1281C1530","1981-1990",..
"1281C1530","1991-2000",1
"1281C1530","2001-2010",..
"1281C1530","2011-2020",3
"1281C1530","2021-2030",..
"1281C1530","Ok�nt",..
"1281C1530","Totalt",53
"1281C1540","-1920",1
"1281C1540","1921-1930",1
"1281C1540","1931-1940",2
"1281C1540","1941-1950",..
"1281C1540","1951-1960",..
"1281C1540","1961-1970",..
"1281C1540","1971-1980",..
"1281C1540","1981-1990",49
"1281C1540","1991-2000",41
"1281C1540","2001-2010",52
"1281C1540","2011-2020",6
"1281C1540","2021-2030",..
"1281C1540","Ok�nt",7
"1281C1540","Totalt",159
"1281C1550","-1920",4
"1281C1550","1921-1930",..
"1281C1550","1931-1940",1
"1281C1550","1941-1950",..
"1281C1550","1951-1960",..
"1281C1550","1961-1970",..
"1281C1550","1971-1980",111
"1281C1550","1981-1990",343
"1281C1550","1991-2000",..
"1281C1550","2001-2010",..
"1281C1550","2011-2020",1
"1281C1550","2021-2030",1
"1281C1550","Ok�nt",2
"1281C1550","Totalt",463
"1281C1560","-1920",52
"1281C1560","1921-1930",9
"1281C1560","1931-1940",10
"1281C1560","1941-1950",7
"1281C1560","1951-1960",6
"1281C1560","1961-1970",262
"1281C1560","1971-1980",5
"1281C1560","1981-1990",4
"1281C1560","1991-2000",4
"1281C1560","2001-2010",39
"1281C1560","2011-2020",117
"1281C1560","2021-2030",1
"1281C1560","Ok�nt",22
"1281C1560","Totalt",538
"1281C1570","-1920",28
"1281C1570","1921-1930",13
"1281C1570","1931-1940",4
"1281C1570","1941-1950",4
"1281C1570","1951-1960",18
"1281C1570","1961-1970",8
"1281C1570","1971-1980",4
"1281C1570","1981-1990",2
"1281C1570","1991-2000",..
"1281C1570","2001-2010",144
"1281C1570","2011-2020",34
"1281C1570","2021-2030",6
"1281C1570","Ok�nt",6
"1281C1570","Totalt",271
"1282A0010","-1920",562
"1282A0010","1921-1930",116
"1282A0010","1931-1940",94
"1282A0010","1941-1950",59
"1282A0010","1951-1960",92
"1282A0010","1961-1970",120
"1282A0010","1971-1980",96
"1282A0010","1981-1990",108
"1282A0010","1991-2000",42
"1282A0010","2001-2010",75
"1282A0010","2011-2020",54
"1282A0010","2021-2030",6
"1282A0010","Ok�nt",46
"1282A0010","Totalt",1470
"1282B2010","-1920",73
"1282B2010","1921-1930",16
"1282B2010","1931-1940",31
"1282B2010","1941-1950",17
"1282B2010","1951-1960",84
"1282B2010","1961-1970",155
"1282B2010","1971-1980",267
"1282B2010","1981-1990",36
"1282B2010","1991-2000",65
"1282B2010","2001-2010",73
"1282B2010","2011-2020",70
"1282B2010","2021-2030",1
"1282B2010","Ok�nt",11
"1282B2010","Totalt",899
"1282B3010","-1920",91
"1282B3010","1921-1930",20
"1282B3010","1931-1940",29
"1282B3010","1941-1950",26
"1282B3010","1951-1960",71
"1282B3010","1961-1970",101
"1282B3010","1971-1980",84
"1282B3010","1981-1990",38
"1282B3010","1991-2000",65
"1282B3010","2001-2010",30
"1282B3010","2011-2020",22
"1282B3010","2021-2030",8
"1282B3010","Ok�nt",9
"1282B3010","Totalt",594
"1282C1010","-1920",229
"1282C1010","1921-1930",25
"1282C1010","1931-1940",44
"1282C1010","1941-1950",55
"1282C1010","1951-1960",98
"1282C1010","1961-1970",119
"1282C1010","1971-1980",94
"1282C1010","1981-1990",31
"1282C1010","1991-2000",24
"1282C1010","2001-2010",114
"1282C1010","2011-2020",68
"1282C1010","2021-2030",1
"1282C1010","Ok�nt",31
"1282C1010","Totalt",933
"1282C1020","-1920",21
"1282C1020","1921-1930",7
"1282C1020","1931-1940",19
"1282C1020","1941-1950",22
"1282C1020","1951-1960",57
"1282C1020","1961-1970",241
"1282C1020","1971-1980",359
"1282C1020","1981-1990",24
"1282C1020","1991-2000",5
"1282C1020","2001-2010",10
"1282C1020","2011-2020",96
"1282C1020","2021-2030",22
"1282C1020","Ok�nt",3
"1282C1020","Totalt",886
"1282C1030","-1920",16
"1282C1030","1921-1930",5
"1282C1030","1931-1940",4
"1282C1030","1941-1950",9
"1282C1030","1951-1960",9
"1282C1030","1961-1970",2
"1282C1030","1971-1980",10
"1282C1030","1981-1990",49
"1282C1030","1991-2000",55
"1282C1030","2001-2010",78
"1282C1030","2011-2020",64
"1282C1030","2021-2030",..
"1282C1030","Ok�nt",4
"1282C1030","Totalt",305
"1282C1040","-1920",20
"1282C1040","1921-1930",17
"1282C1040","1931-1940",2
"1282C1040","1941-1950",3
"1282C1040","1951-1960",3
"1282C1040","1961-1970",3
"1282C1040","1971-1980",13
"1282C1040","1981-1990",33
"1282C1040","1991-2000",5
"1282C1040","2001-2010",15
"1282C1040","2011-2020",10
"1282C1040","2021-2030",1
"1282C1040","Ok�nt",3
"1282C1040","Totalt",128
"1282C1050","-1920",38
"1282C1050","1921-1930",47
"1282C1050","1931-1940",102
"1282C1050","1941-1950",172
"1282C1050","1951-1960",25
"1282C1050","1961-1970",2
"1282C1050","1971-1980",14
"1282C1050","1981-1990",2
"1282C1050","1991-2000",1
"1282C1050","2001-2010",1
"1282C1050","2011-2020",5
"1282C1050","2021-2030",..
"1282C1050","Ok�nt",2
"1282C1050","Totalt",411
"1282C1060","-1920",65
"1282C1060","1921-1930",46
"1282C1060","1931-1940",20
"1282C1060","1941-1950",35
"1282C1060","1951-1960",8
"1282C1060","1961-1970",6
"1282C1060","1971-1980",24
"1282C1060","1981-1990",8
"1282C1060","1991-2000",2
"1282C1060","2001-2010",..
"1282C1060","2011-2020",..
"1282C1060","2021-2030",..
"1282C1060","Ok�nt",3
"1282C1060","Totalt",217
"1282C1070","-1920",4
"1282C1070","1921-1930",22
"1282C1070","1931-1940",25
"1282C1070","1941-1950",3
"1282C1070","1951-1960",6
"1282C1070","1961-1970",2
"1282C1070","1971-1980",..
"1282C1070","1981-1990",7
"1282C1070","1991-2000",2
"1282C1070","2001-2010",..
"1282C1070","2011-2020",..
"1282C1070","2021-2030",..
"1282C1070","Ok�nt",..
"1282C1070","Totalt",71
"1282C1080","-1920",23
"1282C1080","1921-1930",38
"1282C1080","1931-1940",21
"1282C1080","1941-1950",10
"1282C1080","1951-1960",9
"1282C1080","1961-1970",12
"1282C1080","1971-1980",5
"1282C1080","1981-1990",21
"1282C1080","1991-2000",11
"1282C1080","2001-2010",1
"1282C1080","2011-2020",..
"1282C1080","2021-2030",..
"1282C1080","Ok�nt",4
"1282C1080","Totalt",155
"1282C1090","-1920",37
"1282C1090","1921-1930",28
"1282C1090","1931-1940",14
"1282C1090","1941-1950",16
"1282C1090","1951-1960",17
"1282C1090","1961-1970",11
"1282C1090","1971-1980",39
"1282C1090","1981-1990",10
"1282C1090","1991-2000",4
"1282C1090","2001-2010",2
"1282C1090","2011-2020",2
"1282C1090","2021-2030",3
"1282C1090","Ok�nt",1
"1282C1090","Totalt",184
"1282C1100","-1920",68
"1282C1100","1921-1930",70
"1282C1100","1931-1940",99
"1282C1100","1941-1950",12
"1282C1100","1951-1960",15
"1282C1100","1961-1970",13
"1282C1100","1971-1980",2
"1282C1100","1981-1990",3
"1282C1100","1991-2000",14
"1282C1100","2001-2010",16
"1282C1100","2011-2020",2
"1282C1100","2021-2030",1
"1282C1100","Ok�nt",3
"1282C1100","Totalt",318
"1282C1110","-1920",32
"1282C1110","1921-1930",26
"1282C1110","1931-1940",3
"1282C1110","1941-1950",18
"1282C1110","1951-1960",23
"1282C1110","1961-1970",9
"1282C1110","1971-1980",16
"1282C1110","1981-1990",8
"1282C1110","1991-2000",5
"1282C1110","2001-2010",1
"1282C1110","2011-2020",6
"1282C1110","2021-2030",1
"1282C1110","Ok�nt",1
"1282C1110","Totalt",149
"1282C1120","-1920",12
"1282C1120","1921-1930",64
"1282C1120","1931-1940",6
"1282C1120","1941-1950",3
"1282C1120","1951-1960",30
"1282C1120","1961-1970",86
"1282C1120","1971-1980",..
"1282C1120","1981-1990",30
"1282C1120","1991-2000",..
"1282C1120","2001-2010",..
"1282C1120","2011-2020",..
"1282C1120","2021-2030",..
"1282C1120","Ok�nt",..
"1282C1120","Totalt",231
"1282C1130","-1920",19
"1282C1130","1921-1930",3
"1282C1130","1931-1940",18
"1282C1130","1941-1950",97
"1282C1130","1951-1960",54
"1282C1130","1961-1970",..
"1282C1130","1971-1980",5
"1282C1130","1981-1990",3
"1282C1130","1991-2000",19
"1282C1130","2001-2010",18
"1282C1130","2011-2020",8
"1282C1130","2021-2030",..
"1282C1130","Ok�nt",..
"1282C1130","Totalt",244
"1282C1140","-1920",..
"1282C1140","1921-1930",..
"1282C1140","1931-1940",..
"1282C1140","1941-1950",1
"1282C1140","1951-1960",60
"1282C1140","1961-1970",..
"1282C1140","1971-1980",..
"1282C1140","1981-1990",..
"1282C1140","1991-2000",..
"1282C1140","2001-2010",..
"1282C1140","2011-2020",..
"1282C1140","2021-2030",..
"1282C1140","Ok�nt",..
"1282C1140","Totalt",61
"1282C1150","-1920",..
"1282C1150","1921-1930",..
"1282C1150","1931-1940",..
"1282C1150","1941-1950",..
"1282C1150","1951-1960",..
"1282C1150","1961-1970",16
"1282C1150","1971-1980",..
"1282C1150","1981-1990",..
"1282C1150","1991-2000",..
"1282C1150","2001-2010",..
"1282C1150","2011-2020",4
"1282C1150","2021-2030",..
"1282C1150","Ok�nt",..
"1282C1150","Totalt",20
"1282C1160","-1920",..
"1282C1160","1921-1930",..
"1282C1160","1931-1940",..
"1282C1160","1941-1950",..
"1282C1160","1951-1960",..
"1282C1160","1961-1970",20
"1282C1160","1971-1980",63
"1282C1160","1981-1990",68
"1282C1160","1991-2000",14
"1282C1160","2001-2010",1
"1282C1160","2011-2020",1
"1282C1160","2021-2030",..
"1282C1160","Ok�nt",..
"1282C1160","Totalt",167
